id,carat,cut,color,clarity,depth,table,price,x,y,z,g
31044,0.33,Ideal,F,VVS2,62.4,55,750,4.43,4.45,2.77,310.0
31045,0.4,Good,I,VVS2,59.7,62,750,4.75,4.79,2.85,310.0
31046,0.34,Ideal,D,SI1,62,55,750,4.53,4.5,2.8,310.0
31047,0.34,Premium,D,SI1,62,58,750,4.47,4.43,2.76,310.0
31048,0.41,Ideal,H,VS1,61.8,56,750,4.73,4.78,2.94,310.0
31049,0.42,Very Good,G,SI1,62,54,751,4.8,4.82,2.98,310.0
31050,0.4,Ideal,I,VVS2,62.6,54,751,4.69,4.73,2.95,310.0
31051,0.34,Ideal,G,VVS2,62.4,53,751,4.49,4.52,2.81,310.0
31052,0.3,Ideal,F,VVS2,61.6,55,751,4.3,4.33,2.66,310.0
31053,0.34,Ideal,H,VVS1,61.6,53,751,4.5,4.52,2.78,310.0
31054,0.34,Ideal,H,VVS1,61.1,56,751,4.51,4.56,2.77,310.0
31055,0.38,Ideal,E,VS2,61.9,57,751,4.61,4.66,2.87,310.0
31056,0.38,Very Good,I,VVS1,63.5,57,752,4.6,4.63,2.93,310.0
31057,0.38,Very Good,F,VS2,59.7,57,752,4.73,4.79,2.84,310.0
31058,0.24,Ideal,E,VVS1,60.9,56,752,4.01,4.04,2.45,310.0
31059,0.39,Ideal,G,VS1,61.3,56,752,4.68,4.71,2.88,310.0
31060,0.31,Ideal,D,VS1,60.5,57,752,4.39,4.41,2.66,310.0
31061,0.38,Good,F,VS2,62.7,58,752,4.56,4.6,2.87,310.0
31062,0.27,Premium,E,VVS2,61.8,59,752,4.18,4.14,2.57,310.0
31063,0.27,Ideal,E,VVS1,62,56,752,4.19,4.16,2.59,310.0
31064,0.27,Good,E,VVS1,63.9,57,752,4.1,4.07,2.61,310.0
31065,0.27,Ideal,D,VVS2,61.5,56,752,4.18,4.15,2.56,310.0
31066,0.27,Ideal,D,VVS1,61.7,57,752,4.2,4.16,2.58,310.0
31067,0.33,Very Good,G,VVS2,61.2,57,752,4.42,4.44,2.71,310.0
31068,0.33,Premium,G,VVS2,61,58,752,4.44,4.48,2.72,310.0
31069,0.33,Ideal,G,VVS2,60.1,57,752,4.48,4.51,2.7,310.0
31070,0.33,Premium,G,VVS2,62,59,752,4.41,4.46,2.75,310.0
31071,0.33,Premium,G,VVS2,61.7,59,752,4.39,4.42,2.72,310.0
31072,0.33,Ideal,G,VVS2,61.7,55,752,4.42,4.46,2.74,310.0
31073,0.33,Ideal,H,VVS1,62.1,55,752,4.42,4.44,2.75,310.0
31074,0.33,Premium,G,VVS2,59.5,60,752,4.52,4.55,2.7,310.0
31075,0.3,Good,F,VVS1,63.7,59,752,4.17,4.24,2.68,310.0
31076,0.33,Very Good,G,VVS2,60.9,57,752,4.43,4.5,2.72,310.0
31077,0.33,Very Good,G,VVS2,61.9,58,752,4.39,4.43,2.73,310.0
31078,0.33,Premium,G,VVS2,61.7,58,752,4.39,4.42,2.72,310.0
31079,0.33,Ideal,G,VVS2,61.5,56,752,4.45,4.49,2.75,310.0
31080,0.33,Very Good,G,VVS2,60.9,59,752,4.45,4.49,2.72,310.0
31081,0.3,Very Good,D,VVS2,62.9,56,752,4.27,4.29,2.69,310.0
31082,0.33,Premium,H,VVS1,61.4,59,752,4.42,4.44,2.72,310.0
31083,0.31,Very Good,E,VVS1,60.3,57,752,4.41,4.44,2.67,310.0
31084,0.33,Ideal,G,VVS2,61.7,56,752,4.42,4.46,2.74,310.0
31085,0.33,Ideal,H,VVS1,61.7,56,752,4.46,4.48,2.76,310.0
31086,0.33,Premium,G,VVS2,60.6,58,752,4.47,4.5,2.72,310.0
31087,0.33,Ideal,H,VVS1,62.2,55,752,4.4,4.44,2.75,310.0
31088,0.3,Good,D,VVS2,63.6,55,752,4.25,4.31,2.72,310.0
31089,0.33,Very Good,G,VVS2,60,63,752,4.45,4.49,2.68,310.0
31090,0.33,Ideal,G,VVS2,62.5,54,752,4.41,4.45,2.77,310.0
31091,0.33,Very Good,G,VVS2,63,57,752,4.38,4.42,2.77,310.0
31092,0.33,Very Good,G,VVS2,62.8,57,752,4.39,4.47,2.78,310.0
31093,0.3,Premium,D,VVS2,62.4,58,752,4.26,4.3,2.67,310.0
31094,0.33,Ideal,G,VVS2,62.7,55,752,4.41,4.46,2.78,310.0
31095,0.36,Very Good,G,VVS2,61.7,56,753,4.56,4.58,2.82,310.0
31096,0.36,Very Good,H,VVS1,62,55,753,4.57,4.6,2.84,310.0
31097,0.3,Very Good,G,VVS1,62.5,56,753,4.25,4.29,2.67,310.0
31098,0.41,Very Good,E,SI1,59.3,59,753,4.86,4.89,2.89,310.0
31099,0.41,Ideal,I,VVS2,61.6,56,753,4.79,4.82,2.96,310.0
31100,0.3,Ideal,G,VVS1,62.6,55,753,4.27,4.32,2.69,311.0
31101,0.3,Ideal,G,VVS1,62.2,56,753,4.27,4.31,2.67,311.0
31102,0.3,Ideal,G,VVS1,62.1,58,753,4.26,4.28,2.65,311.0
31103,0.34,Ideal,D,VS2,61,58,753,4.49,4.53,2.75,311.0
31104,0.41,Ideal,I,VS1,61.8,53,753,4.81,4.84,2.98,311.0
31105,0.36,Ideal,E,VS1,61.5,55,753,4.58,4.66,2.84,311.0
31106,0.41,Ideal,F,SI1,61.4,57,753,4.76,4.79,2.93,311.0
31107,0.4,Premium,G,VS2,61.9,58,753,4.74,4.76,2.94,311.0
31108,0.4,Premium,G,VS2,60.4,58,753,4.75,4.78,2.88,311.0
31109,0.42,Very Good,F,SI1,60.6,58,753,4.81,4.89,2.94,311.0
31110,0.41,Very Good,J,VVS2,63.1,60,754,4.67,4.71,2.96,311.0
31111,0.31,Very Good,F,VVS2,62,56,754,4.36,4.39,2.71,311.0
31112,0.31,Very Good,F,VVS2,62,55,754,4.34,4.38,2.7,311.0
31113,0.3,Very Good,D,VVS2,63,56,754,4.29,4.31,2.71,311.0
31114,0.3,Very Good,D,VVS2,63.2,55,754,4.27,4.3,2.71,311.0
31115,0.42,Very Good,H,SI1,61.1,57,754,4.84,4.87,2.96,311.0
31116,0.33,Ideal,G,VVS2,62,53.5,754,4.44,4.48,2.76,311.0
31117,0.38,Ideal,H,VS1,62.4,53,754,4.67,4.69,2.92,311.0
31118,0.35,Ideal,F,VS1,62.8,54,754,4.5,4.54,2.84,311.0
31119,0.37,Ideal,I,IF,60.7,56,754,4.64,4.68,2.83,311.0
31120,0.37,Ideal,I,IF,61.4,55,754,4.65,4.67,2.86,311.0
31121,0.34,Good,E,VS2,57.8,64,754,4.6,4.61,2.66,311.0
31122,0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89,311.0
31123,0.3,Ideal,F,VS1,61.5,55,754,4.35,4.33,2.67,311.0
31124,0.43,Very Good,G,SI1,60.4,58,754,4.87,4.9,2.95,311.0
31125,0.43,Very Good,G,SI1,62.3,59,754,4.79,4.81,2.99,311.0
31126,0.43,Very Good,G,SI1,62.7,56,754,4.8,4.83,3.02,311.0
31127,0.43,Very Good,G,SI1,62.9,55,754,4.83,4.87,3.05,311.0
31128,0.31,Ideal,E,VS1,61.2,55,754,4.4,4.42,2.7,311.0
31129,0.31,Very Good,H,VVS1,58.5,59,755,4.45,4.5,2.62,311.0
31130,0.42,Very Good,H,VS2,62.1,54,755,4.81,4.84,2.99,311.0
31131,0.3,Very Good,E,VS1,61.7,56,755,4.3,4.33,2.66,311.0
31132,0.31,Ideal,E,VVS2,62.5,54,755,4.34,4.37,2.72,311.0
31133,0.31,Ideal,E,VVS2,61.4,58,755,4.33,4.37,2.67,311.0
31134,0.31,Ideal,E,VVS2,59.9,62,755,4.4,4.41,2.64,311.0
31135,0.31,Ideal,E,VVS2,59.7,61,755,4.4,4.41,2.63,311.0
31136,0.31,Ideal,G,VVS1,60.2,61,755,4.39,4.41,2.65,311.0
31137,0.31,Ideal,G,VVS1,59,62,755,4.41,4.43,2.61,311.0
31138,0.38,Very Good,G,SI1,61.8,53.7,755,4.67,4.69,2.9,311.0
31139,0.41,Very Good,E,SI1,62.9,57,755,4.72,4.76,2.98,311.0
31140,0.41,Very Good,E,SI1,62.9,57,755,4.73,4.78,2.99,311.0
31141,0.41,Very Good,E,SI1,62.9,56,755,4.72,4.76,2.98,311.0
31142,0.38,Very Good,G,SI1,62.1,54,755,4.64,4.67,2.9,311.0
31143,0.38,Very Good,G,SI1,62,54.8,755,4.64,4.67,2.89,311.0
31144,0.41,Very Good,F,SI1,62.6,55,755,4.74,4.78,2.98,311.0
31145,0.41,Ideal,E,SI1,62.5,57,755,4.74,4.79,2.98,311.0
31146,0.41,Ideal,E,SI1,62.1,54,755,4.76,4.81,2.97,311.0
31147,0.41,Good,H,VS2,63.4,58,755,4.77,4.66,2.99,311.0
31148,0.41,Very Good,E,SI1,62.8,59,755,4.74,4.75,2.98,311.0
31149,0.41,Good,F,SI1,63.2,59,755,4.68,4.72,2.97,311.0
31150,0.41,Premium,F,SI1,59.8,59,755,4.82,4.85,2.89,311.0
31151,0.41,Ideal,F,SI1,62.7,57,755,4.7,4.74,2.96,311.0
31152,0.41,Good,E,SI1,63.3,57,755,4.73,4.75,3,311.0
31153,0.41,Premium,F,SI1,61.8,58,755,4.75,4.76,2.94,311.0
31154,0.41,Premium,E,SI1,61,59,755,4.78,4.82,2.93,311.0
31155,0.41,Ideal,E,SI1,62.5,55,755,4.73,4.77,2.97,311.0
31156,0.41,Premium,E,SI1,61.3,58,755,4.76,4.8,2.93,311.0
31157,0.41,Good,E,SI1,63.5,57,755,4.69,4.73,2.99,311.0
31158,0.41,Ideal,E,SI1,62.6,57,755,4.72,4.73,2.96,311.0
31159,0.41,Ideal,I,VS1,60.9,53,755,4.8,4.85,2.94,311.0
31160,0.41,Very Good,F,SI1,62.9,56,755,4.71,4.73,2.97,311.0
31161,0.41,Very Good,E,SI1,62.4,55,755,4.74,4.78,2.97,311.0
31162,0.41,Good,F,SI1,63.9,56,755,4.68,4.74,3.01,311.0
31163,0.41,Very Good,F,SI1,62.8,57,755,4.69,4.73,2.96,311.0
31164,0.41,Very Good,E,SI1,61.4,56,755,4.77,4.81,2.94,311.0
31165,0.41,Ideal,E,SI1,62.7,57,755,4.74,4.77,2.98,311.0
31166,0.41,Premium,E,SI1,60.1,60,755,4.79,4.83,2.89,311.0
31167,0.41,Good,E,SI1,63.9,58,755,4.7,4.72,3.01,311.0
31168,0.41,Very Good,E,SI1,60.5,61,755,4.78,4.8,2.9,311.0
31169,0.41,Good,F,SI1,63.3,57,755,4.69,4.72,2.98,311.0
31170,0.41,Premium,E,SI1,62.4,58,755,4.75,4.77,2.97,311.0
31171,0.41,Premium,F,SI1,61,60,755,4.77,4.81,2.92,311.0
31172,0.41,Premium,E,SI1,60.2,60,755,4.78,4.82,2.89,311.0
31173,0.41,Good,I,VS1,63.7,57,755,4.67,4.72,2.99,311.0
31174,0.4,Very Good,F,SI1,62.1,60,756,4.66,4.7,2.91,311.0
31175,0.35,Ideal,G,VVS2,61.8,55,756,4.54,4.56,2.81,311.0
31176,0.35,Ideal,H,VVS1,62,55,756,4.52,4.54,2.81,311.0
31177,0.32,Ideal,D,VS1,61.4,56,756,4.42,4.47,2.73,311.0
31178,0.42,Ideal,G,SI1,60.7,57,756,4.81,4.89,2.95,311.0
31179,0.32,Good,E,VS1,60.3,64,756,4.42,4.44,2.67,311.0
31180,0.32,Good,E,VS1,59.5,64,756,4.42,4.45,2.64,311.0
31181,0.32,Premium,D,SI1,61.3,60,756,4.43,4.41,2.71,311.0
31182,0.32,Ideal,D,SI1,60.8,57,756,4.44,4.41,2.69,311.0
31183,0.32,Premium,D,SI1,58.9,60,756,4.49,4.47,2.64,311.0
31184,0.32,Ideal,D,SI1,62,55,756,4.47,4.37,2.74,311.0
31185,0.32,Ideal,D,SI1,61.9,57,756,4.4,4.36,2.71,311.0
31186,0.32,Premium,D,SI1,63,58,756,4.4,4.36,2.76,311.0
31187,0.32,Ideal,D,SI1,62,57,756,4.4,4.37,2.72,311.0
31188,0.32,Ideal,D,SI1,62.8,56,756,4.35,4.34,2.73,311.0
31189,0.32,Very Good,D,SI1,63.3,57,756,4.39,4.36,2.77,311.0
31190,0.32,Good,D,SI1,63.8,56,756,4.35,4.33,2.77,311.0
31191,0.32,Ideal,D,SI1,62,57,756,4.42,4.38,2.73,311.0
31192,0.4,Very Good,J,VS1,63.5,56,756,4.7,4.69,2.98,311.0
31193,0.36,Premium,G,VS2,62.5,58,756,4.55,4.51,2.83,311.0
31194,0.36,Premium,E,SI1,62.2,59,756,4.57,4.53,2.83,311.0
31195,0.32,Premium,I,VVS1,60.1,61,756,4.45,4.4,2.66,311.0
31196,0.32,Ideal,I,VVS1,61.9,55,756,4.4,4.39,2.72,311.0
31197,0.32,Ideal,I,VVS1,61.7,55,756,4.4,4.39,2.71,311.0
31198,0.32,Ideal,I,VVS1,62.5,55,756,4.4,4.37,2.74,311.0
31199,0.32,Ideal,I,VVS1,62.4,55,756,4.38,4.34,2.72,311.0
31200,0.32,Premium,I,VVS1,63,58,756,4.38,4.32,2.74,312.0
31201,0.32,Ideal,D,SI1,59.3,55,756,4.53,4.51,2.68,312.0
31202,0.32,Premium,D,SI1,58.3,58,756,4.54,4.49,2.63,312.0
31203,0.32,Ideal,D,SI1,59.6,57,756,4.47,4.42,2.65,312.0
31204,0.32,Premium,D,SI1,60.4,58,756,4.47,4.44,2.69,312.0
31205,0.32,Premium,D,SI1,60.8,58,756,4.44,4.41,2.69,312.0
31206,0.32,Ideal,D,SI1,61.4,57,756,4.42,4.41,2.71,312.0
31207,0.32,Ideal,D,SI1,60.9,56,756,4.43,4.4,2.69,312.0
31208,0.32,Premium,D,SI1,60.2,58,756,4.43,4.4,2.66,312.0
31209,0.32,Premium,D,SI1,61.5,59,756,4.42,4.39,2.71,312.0
31210,0.32,Ideal,D,SI1,61.5,56,756,4.42,4.39,2.71,312.0
31211,0.32,Ideal,D,SI1,61.3,55,756,4.42,4.39,2.7,312.0
31212,0.32,Ideal,D,SI1,62.5,54,756,4.41,4.39,2.75,312.0
31213,0.32,Premium,D,SI1,62.3,55,756,4.42,4.38,2.74,312.0
31214,0.32,Premium,D,SI1,60.9,60,756,4.41,4.39,2.68,312.0
31215,0.32,Premium,D,SI1,61.4,58,756,4.42,4.38,2.7,312.0
31216,0.32,Ideal,D,SI1,62.8,56,756,4.42,4.37,2.76,312.0
31217,0.32,Ideal,D,SI1,62.6,55,756,4.39,4.36,2.74,312.0
31218,0.32,Very Good,D,SI1,63.1,57,756,4.38,4.37,2.76,312.0
31219,0.32,Very Good,D,SI1,63.3,57,756,4.38,4.37,2.77,312.0
31220,0.32,Ideal,D,SI1,62.7,54,756,4.4,4.37,2.75,312.0
31221,0.32,Ideal,D,SI1,61.3,57,756,4.41,4.37,2.69,312.0
31222,0.32,Ideal,D,SI1,62.7,54,756,4.39,4.35,2.74,312.0
31223,0.32,Very Good,D,SI1,63.2,54,756,4.38,4.36,2.76,312.0
31224,0.32,Very Good,D,SI1,63.1,56,756,4.38,4.34,2.75,312.0
31225,0.32,Good,D,SI1,63.7,55,756,4.38,4.35,2.78,312.0
31226,0.32,Very Good,D,SI1,63.5,55,756,4.35,4.31,2.75,312.0
31227,0.32,Premium,D,SI1,62.6,58,756,4.36,4.33,2.72,312.0
31228,0.32,Ideal,D,SI1,62.7,57,756,4.37,4.34,2.73,312.0
31229,0.32,Good,D,SI1,63.6,56,756,4.37,4.34,2.77,312.0
31230,0.31,Ideal,E,VS2,62,56,756,4.38,4.36,2.71,312.0
31231,0.45,Fair,G,SI1,68.6,57,756,4.73,4.5,3.19,312.0
31232,0.44,Good,E,SI1,63.4,57,756,4.81,4.85,3.06,312.0
31233,0.44,Good,F,SI1,63.8,54,756,4.8,4.85,3.08,312.0
31234,0.42,Very Good,D,SI1,63,55,756,4.76,4.79,3.01,312.0
31235,0.44,Good,E,SI1,63.2,53,756,4.84,4.87,3.07,312.0
31236,0.42,Very Good,D,SI1,61.5,58,756,4.8,4.83,2.96,312.0
31237,0.42,Very Good,D,SI1,60.2,57,756,4.85,4.89,2.93,312.0
31238,0.42,Ideal,D,SI1,61.9,55,756,4.79,4.84,2.98,312.0
31239,0.42,Very Good,D,SI1,63,57,756,4.77,4.81,3.02,312.0
31240,0.38,Ideal,G,VS2,61.9,54.1,757,4.66,4.69,2.89,312.0
31241,0.31,Ideal,F,VS2,61.6,55,757,4.36,4.38,2.69,312.0
31242,0.31,Ideal,F,VS2,61.9,55,757,4.35,4.37,2.7,312.0
31243,0.31,Ideal,F,VS2,61.6,55,757,4.38,4.39,2.7,312.0
31244,0.31,Ideal,F,VS2,61.9,55,757,4.37,4.39,2.71,312.0
31245,0.31,Fair,F,VVS2,56.9,59,757,4.45,4.48,2.54,312.0
31246,0.34,Premium,E,VS1,58,60,757,4.63,4.61,2.68,312.0
31247,0.37,Very Good,E,VS2,60.6,58,757,4.62,4.65,2.81,312.0
31248,0.37,Premium,E,VS2,60.2,58,757,4.65,4.68,2.81,312.0
31249,0.4,Ideal,I,VVS2,62,54,758,4.74,4.77,2.95,312.0
31250,0.4,Ideal,I,VVS2,62,57,758,4.73,4.75,2.94,312.0
31251,0.41,Good,D,SI1,56.5,63,758,4.98,4.94,2.8,312.0
31252,0.34,Ideal,E,VS2,62.1,54.1,758,4.47,4.5,2.78,312.0
31253,0.46,Ideal,F,SI2,61.5,54,758,4.98,5.01,3.07,312.0
31254,0.46,Ideal,F,SI2,61.5,54,758,4.98,5.01,3.07,312.0
31255,0.4,Ideal,J,IF,62.5,56,758,4.7,4.74,2.95,312.0
31256,0.32,Ideal,D,VS2,61.6,56,758,4.37,4.4,2.7,312.0
31257,0.32,Ideal,D,VS2,62,55,758,4.38,4.42,2.73,312.0
31258,0.32,Ideal,D,VS2,62.4,57,758,4.34,4.38,2.72,312.0
31259,0.32,Ideal,D,VS2,61.9,55,758,4.39,4.43,2.73,312.0
31260,0.32,Ideal,E,VS1,61.7,57,758,4.39,4.42,2.72,312.0
31261,0.32,Good,H,SI1,63.1,54,449,4.36,4.42,2.77,312.0
31262,0.32,Very Good,I,VS2,61.1,57,449,4.39,4.42,2.69,312.0
31263,0.32,Ideal,H,SI1,60.6,57,449,4.4,4.44,2.68,312.0
31264,0.32,Premium,E,SI2,61.7,60,449,4.38,4.41,2.71,312.0
31265,0.32,Good,H,SI1,63.1,55,449,4.34,4.37,2.75,312.0
31266,0.32,Very Good,H,SI1,62.2,56,449,4.36,4.39,2.72,312.0
31267,0.32,Very Good,I,VS2,63,55,449,4.34,4.39,2.75,312.0
31268,0.32,Ideal,I,VS2,62.5,55,449,4.37,4.4,2.74,312.0
31269,0.32,Ideal,I,VS2,61.5,56,449,4.4,4.41,2.71,312.0
31270,0.32,Very Good,I,VS2,62.9,57,449,4.37,4.4,2.76,312.0
31271,0.32,Ideal,I,VS2,60.3,56,449,4.44,4.45,2.68,312.0
31272,0.32,Very Good,E,SI2,62.7,57,449,4.34,4.37,2.73,312.0
31273,0.32,Good,I,VS2,63.2,56,449,4.32,4.38,2.75,312.0
31274,0.32,Ideal,I,VS2,61.6,56,449,4.37,4.39,2.7,312.0
31275,0.32,Premium,E,SI2,59.7,60,449,4.43,4.45,2.65,312.0
31276,0.32,Very Good,I,VS2,63,57,449,4.33,4.37,2.74,312.0
31277,0.32,Ideal,I,VS2,61.3,56,449,4.38,4.43,2.7,312.0
31278,0.32,Premium,I,VS2,62.2,59,449,4.35,4.37,2.71,312.0
31279,0.32,Good,I,VS2,63.4,55,449,4.33,4.37,2.76,312.0
31280,0.32,Ideal,E,SI2,62.7,55,449,4.39,4.42,2.76,312.0
31281,0.32,Premium,I,VS2,62.6,58,449,4.37,4.42,2.75,312.0
31282,0.28,Very Good,H,VVS2,62.4,54,450,4.2,4.23,2.63,312.0
31283,0.25,Ideal,I,VS2,62,57,450,4.02,4.06,2.5,312.0
31284,0.32,Ideal,G,SI2,61.6,56,450,4.44,4.46,2.74,312.0
31285,0.32,Ideal,G,SI2,61.8,55,450,4.4,4.43,2.73,312.0
31286,0.32,Ideal,G,SI2,62.2,53,450,4.4,4.44,2.75,312.0
31287,0.36,Ideal,F,SI2,62.2,55,450,4.57,4.59,2.85,312.0
31288,0.33,Ideal,F,SI2,62.3,55,450,4.44,4.49,2.78,312.0
31289,0.36,Ideal,F,SI2,61.2,56,450,4.61,4.64,2.83,312.0
31290,0.32,Ideal,I,SI1,61.9,54,450,4.41,4.45,2.74,312.0
31291,0.32,Ideal,D,VS2,61.1,56,758,4.39,4.41,2.69,312.0
