id,carat,cut,color,clarity,depth,table,price,x,y,z,g
20767,1.61,Good,H,SI2,63.8,62,9005,7.35,7.38,4.7,207.0
20768,1.04,Ideal,F,VVS2,61.2,57,9005,6.5,6.53,3.99,207.0
20769,1.2,Very Good,F,VS2,61.8,58,9007,6.75,6.78,4.18,207.0
20770,1.12,Ideal,F,VS1,61.8,56,9007,6.67,6.69,4.13,207.0
20771,1.25,Premium,G,VS1,61.8,58,9009,6.91,6.94,4.28,207.0
20772,1.5,Very Good,D,SI2,58.7,57,9009,7.42,7.48,4.37,207.0
20773,1.2,Ideal,G,VVS1,62.2,57,9009,6.77,6.81,4.22,207.0
20774,1.01,Good,F,VVS1,63.2,56,9012,6.33,6.39,4.02,207.0
20775,1.05,Ideal,G,IF,62.5,56,9012,6.52,6.48,4.06,207.0
20776,1.05,Premium,G,IF,60.6,60,9012,6.59,6.57,3.99,207.0
20777,1.05,Very Good,G,IF,58.9,61,9013,6.64,6.67,3.92,207.0
20778,1.14,Ideal,G,VVS2,61,56,9013,6.74,6.76,4.12,207.0
20779,1.01,Premium,F,VVS2,62.1,52,9013,6.5,6.45,4.02,207.0
20780,1,Ideal,F,VVS2,59.7,60,9014,6.48,6.52,3.88,207.0
20781,1.52,Premium,J,VS1,62.5,58,9014,7.37,7.34,4.6,207.0
20782,1.23,Premium,F,VS2,59.6,58,9016,7.02,6.94,4.16,207.0
20783,1.6,Premium,H,SI1,62.1,60,9017,7.54,7.49,4.66,207.0
20784,1.53,Premium,I,SI1,62.6,57,9022,7.38,7.29,4.59,207.0
20785,1.16,Very Good,G,VVS1,60.7,56,9023,6.77,6.83,4.13,207.0
20786,1.15,Premium,G,VVS1,60.8,58,9025,6.77,6.74,4.11,207.0
20787,1.21,Ideal,G,VS1,62.2,56,9026,6.87,6.85,4.26,207.0
20788,1.55,Premium,I,SI1,62.5,60,9027,7.35,7.33,4.59,207.0
20789,1.52,Premium,E,SI2,60.8,60,9028,7.36,7.42,4.49,207.0
20790,1.5,Good,F,SI2,61.2,63,9028,7.33,7.41,4.51,207.0
20791,1.52,Good,F,SI2,58.2,60,9028,7.52,7.63,4.41,207.0
20792,1.12,Ideal,F,VS1,62.1,54,9030,6.66,6.73,4.16,207.0
20793,1.52,Very Good,D,SI2,63.2,58,9030,7.31,7.25,4.6,207.0
20794,1.52,Very Good,D,SI2,61.2,63,9030,7.39,7.31,4.5,207.0
20795,1.23,Ideal,G,VS1,62,56,9030,6.92,6.86,4.27,207.0
20796,1.25,Ideal,G,VS2,62.4,55,9030,6.93,6.86,4.3,207.0
20797,1.26,Ideal,G,VS1,61.2,57,9032,7.03,6.95,4.28,207.0
20798,1.28,Premium,G,VS2,62.2,59,9032,6.94,6.89,4.3,207.0
20799,1.6,Premium,J,VS1,61.3,59,9032,7.52,7.49,4.6,207.0
20800,1.05,Ideal,F,VVS2,61.9,57,9032,6.52,6.5,4.03,208.0
20801,1.2,Ideal,F,VS1,62.9,53,9032,6.86,6.81,4.3,208.0
20802,1.5,Very Good,I,VS1,62.8,58,9033,7.17,7.23,4.52,208.0
20803,1.62,Very Good,D,SI2,61.2,61,9034,7.53,7.6,4.63,208.0
20804,1.5,Very Good,H,SI1,61.4,57,9035,7.27,7.33,4.48,208.0
20805,1.08,Ideal,G,IF,61.3,57,9035,6.62,6.59,4.05,208.0
20806,2.16,Ideal,F,I1,61,57,9036,8.4,8.32,5.1,208.0
20807,1.58,Very Good,G,SI2,60,53,9037,7.59,7.64,4.57,208.0
20808,1.14,Ideal,G,VVS1,61,56,9037,6.75,6.8,4.13,208.0
20809,1.23,Premium,E,VS2,61.7,57,9037,6.87,6.84,4.23,208.0
20810,1.91,Premium,G,SI2,61.9,58,9038,7.9,7.84,4.87,208.0
20811,1.2,Ideal,G,VS1,61.7,55,9038,6.92,6.88,4.26,208.0
20812,1.04,Premium,G,IF,61.3,58,9039,6.52,6.43,3.97,208.0
20813,1.01,Ideal,F,VVS2,59.6,60,9040,6.56,6.52,3.9,208.0
20814,1.08,Ideal,H,VVS1,61.8,57,9041,6.55,6.59,4.06,208.0
20815,1.55,Premium,H,VS1,58.4,61,9041,7.64,7.59,4.45,208.0
20816,1.02,Very Good,F,VVS2,61,54,9043,6.53,6.58,4,208.0
20817,1.55,Ideal,H,SI2,62,58,9044,7.44,7.39,4.6,208.0
20818,1.55,Fair,H,SI2,64.6,58,9045,7.28,7.21,4.68,208.0
20819,1.37,Very Good,H,VS1,62,59,9046,7.08,7.12,4.4,208.0
20820,1.13,Ideal,G,VVS1,61.2,57,9049,6.65,6.72,4.09,208.0
20821,1.1,Very Good,G,VVS2,60.5,55.7,9050,6.7,6.76,4.07,208.0
20822,1,Premium,E,VVS2,61.6,59,9050,6.46,6.42,3.97,208.0
20823,1,Premium,E,VVS2,62.7,60,9050,6.34,6.32,3.97,208.0
20824,1.3,Premium,G,VS2,60.9,60,9051,6.99,7.04,4.27,208.0
20825,1.1,Ideal,G,VVS2,61.6,56,9051,6.62,6.69,4.1,208.0
20826,1.76,Very Good,J,SI2,60.9,60,9053,7.79,7.83,4.76,208.0
20827,1.1,Very Good,G,IF,59.8,56,9053,6.75,6.82,4.06,208.0
20828,1.5,Premium,I,VS2,62.5,59,9055,7.3,7.26,4.55,208.0
20829,1.54,Premium,F,SI2,61.1,58,9055,7.47,7.36,4.53,208.0
20830,1.11,Ideal,F,VS2,61.8,56,9057,6.66,6.7,4.13,208.0
20831,1.52,Ideal,F,SI2,61.2,57,9057,7.45,7.39,4.54,208.0
20832,1.52,Premium,I,VS2,59,59,9057,7.53,7.46,4.42,208.0
20833,1.51,Very Good,E,SI2,62.8,59,9058,7.24,7.31,4.57,208.0
20834,1.3,Ideal,G,VS2,61.9,55,9060,7.01,7.04,4.35,208.0
20835,1.01,Very Good,G,IF,61.1,56,9063,6.45,6.48,3.95,208.0
20836,1.01,Very Good,F,VVS2,61.1,58,9065,6.43,6.47,3.94,208.0
20837,1.01,Premium,F,VVS2,60.4,59,9065,6.45,6.49,3.91,208.0
20838,1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54,208.0
20839,2.28,Good,J,SI2,63.6,57,9068,8.37,8.32,5.31,208.0
20840,1.15,Very Good,G,VVS2,63.2,58,9068,6.68,6.61,4.2,208.0
20841,1.51,Good,I,SI1,63.9,59,9069,7.18,7.26,4.61,208.0
20842,1.51,Ideal,I,VS2,62.6,56,9069,7.27,7.32,4.57,208.0
20843,1.51,Very Good,G,SI2,62.4,56,9069,7.25,7.29,4.54,208.0
20844,1.51,Good,D,SI2,62.1,60,9069,7.25,7.3,4.52,208.0
20845,1.14,Ideal,F,VVS2,61.4,57,9070,6.76,6.72,4.14,208.0
20846,1.78,Good,G,SI2,63.8,57,9071,7.73,7.62,4.9,208.0
20847,1.26,Very Good,F,VS2,61.4,59,9071,6.86,6.96,4.24,208.0
20848,1.5,Premium,G,SI2,61.8,59,9072,7.29,7.21,4.48,208.0
20849,1.5,Good,E,SI2,63.9,58,9072,7.26,7.21,4.62,208.0
20850,1.5,Premium,E,SI2,63,59,9072,7.24,7.18,4.54,208.0
20851,1.5,Premium,E,SI2,62.4,62,9072,7.29,7.21,4.53,208.0
20852,2.25,Ideal,E,I1,61.4,54,9072,8.52,8.46,5.21,208.0
20853,1.24,Ideal,F,VS2,61.4,57,9073,6.98,6.86,4.25,208.0
20854,1.14,Ideal,F,VS1,61.7,55,9074,6.68,6.71,4.13,208.0
20855,1.16,Ideal,G,VVS1,60.5,57,9075,6.78,6.83,4.12,208.0
20856,1.01,Very Good,E,VVS2,60.2,60,9076,6.46,6.5,3.9,208.0
20857,1.57,Very Good,H,SI2,58.6,62,9077,7.71,7.64,4.5,208.0
20858,1.01,Ideal,F,VS1,62.2,56,9077,6.4,6.46,4,208.0
20859,1.07,Ideal,D,VS1,61.8,57,9077,6.55,6.58,4.06,208.0
20860,1.26,Ideal,G,VS1,61.6,56,9078,6.96,7.03,4.31,208.0
20861,2.17,Premium,F,I1,60.7,59,9078,8.43,8.35,5.09,208.0
20862,1.54,Premium,H,VS2,60.3,60,9081,7.47,7.45,4.5,208.0
20863,1.56,Ideal,H,SI2,62.4,55,9081,7.39,7.48,4.64,208.0
20864,1.59,Premium,E,SI2,60.5,59,9082,7.59,7.55,4.58,208.0
20865,1.06,Premium,F,VVS2,61.8,58,9082,6.54,6.5,4.03,208.0
20866,1.31,Premium,G,VS2,61.3,58,9085,7.05,7.01,4.31,208.0
20867,1.31,Ideal,G,VS2,61.9,56,9085,7.08,7.05,4.37,208.0
20868,1.27,Premium,E,VS2,61.2,59,9086,7.02,6.97,4.28,208.0
20869,1.41,Good,H,VS2,63.8,60,9088,7.04,7.12,4.52,208.0
20870,1.01,Very Good,E,VVS2,62.8,56,9089,6.34,6.39,4,208.0
20871,1.63,Very Good,I,SI1,62,54,9090,7.6,7.67,4.73,208.0
20872,1.14,Ideal,G,VS1,61.7,56,9090,6.67,6.71,4.13,208.0
20873,1.14,Ideal,G,VS1,61.8,57,9090,6.67,6.7,4.12,208.0
20874,1.05,Ideal,F,VVS2,62.1,54,9092,6.52,6.55,4.06,208.0
20875,1.06,Ideal,E,VS2,61.3,57,9092,6.54,6.57,4.02,208.0
20876,1.59,Very Good,G,SI2,61.7,59,9094,7.41,7.46,4.59,208.0
20877,1.18,Ideal,G,VVS1,61.1,57,9095,6.78,6.84,4.16,208.0
20878,2.02,Fair,J,SI2,67.5,59,9095,7.76,7.65,5.2,208.0
20879,1.57,Ideal,I,SI1,62,59,9095,7.41,7.45,4.61,208.0
20880,1.59,Good,F,SI2,63.6,57,9100,7.43,7.39,4.71,208.0
20881,1.02,Premium,F,VVS2,62.9,59,9103,6.42,6.37,4.02,208.0
20882,1.5,Ideal,H,SI2,62.4,57,9104,7.29,7.33,4.56,208.0
20883,1.51,Ideal,G,SI2,61.2,56.1,9104,7.39,7.41,4.53,208.0
20884,1.73,Premium,J,SI1,60.7,58,9105,7.73,7.78,4.71,208.0
20885,1.29,Very Good,G,VS1,62.3,58,9105,6.98,7.01,4.36,208.0
20886,1.62,Premium,F,SI2,61.6,60,9106,7.52,7.55,4.64,208.0
20887,1.21,Premium,F,VS1,61.6,59,9107,6.84,6.77,4.19,208.0
20888,1.51,Very Good,H,SI2,62.3,58,9107,7.31,7.35,4.57,208.0
20889,1.52,Premium,I,VS2,62.6,59,9108,7.34,7.19,4.55,208.0
20890,1.17,Ideal,G,VVS2,61.7,55,9110,6.77,6.74,4.17,208.0
20891,1.24,Ideal,E,VS2,62.9,56,9111,6.84,6.79,4.29,208.0
20892,1.04,Ideal,F,VVS2,62.2,56,9115,6.46,6.53,4.04,208.0
20893,1.71,Premium,I,VS2,61.5,58,9116,7.74,7.54,4.7,208.0
20894,1.5,Good,G,SI2,63.1,57,9116,7.25,7.29,4.59,208.0
20895,1.25,Very Good,G,VS1,60.7,56,9116,6.93,7.01,4.23,208.0
20896,1.51,Fair,I,VS2,58.8,62,9116,7.57,7.51,4.43,208.0
20897,1.23,Ideal,G,VS1,61.8,58,9116,6.85,6.9,4.25,208.0
20898,1.51,Premium,I,VS2,63,60,9116,7.3,7.25,4.58,208.0
20899,1.51,Good,I,VS2,63.7,58,9116,7.23,7.21,4.6,208.0
20900,1.53,Ideal,I,VS2,62.1,55,9116,7.43,7.35,4.59,209.0
20901,1.14,Ideal,F,VS1,61.1,55,9116,6.78,6.74,4.13,209.0
20902,1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61,209.0
20903,1.5,Very Good,I,VS2,58.2,60,9118,7.5,7.58,4.39,209.0
20904,1.06,Ideal,F,VVS2,62.1,57,9118,6.54,6.5,4.05,209.0
20905,1.23,Ideal,G,VS1,61.2,56,9119,6.92,6.98,4.25,209.0
20906,1.3,Premium,G,VS2,62.5,58,9120,6.97,6.93,4.36,209.0
20907,1.56,Premium,F,SI1,60.5,59,9120,7.54,7.49,4.55,209.0
20908,1.79,Good,G,SI2,57.8,59,9122,8.07,7.94,4.63,209.0
20909,1.23,Premium,F,VS2,60.8,59,9122,6.94,6.9,4.21,209.0
20910,1.66,Very Good,G,SI2,58.5,62,9123,7.73,7.79,4.54,209.0
20911,1.24,Ideal,G,VS1,60.1,58,9123,7.03,6.97,4.21,209.0
20912,1.52,Ideal,I,SI1,61.9,56,9124,7.37,7.42,4.58,209.0
20913,1.12,Premium,G,IF,60.9,57,9126,6.79,6.68,4.1,209.0
20914,1.34,Very Good,G,VS2,60.7,59,9127,7.04,7.07,4.28,209.0
20915,1.52,Very Good,I,SI1,62.8,62,9129,7.23,7.29,4.56,209.0
20916,1.52,Good,I,SI1,64,58,9129,7.2,7.27,4.63,209.0
20917,1.03,Ideal,F,VVS2,61.9,53,9131,6.52,6.54,4.04,209.0
20918,1.03,Ideal,F,VVS2,62.1,55,9131,6.47,6.5,4.03,209.0
20919,1.49,Ideal,H,SI1,62.4,56,9132,7.28,7.24,4.53,209.0
20920,1.23,Ideal,G,VS1,61.4,56,9133,6.96,6.91,4.26,209.0
20921,1.18,Premium,G,VVS2,61.6,58,9137,6.77,6.8,4.18,209.0
20922,1.2,Very Good,D,VS2,63.5,58,9138,6.68,6.71,4.25,209.0
20923,1.05,Ideal,F,VVS2,61.5,57,9138,6.51,6.57,4.02,209.0
20924,1.12,Ideal,F,VS2,61.8,55,9138,6.63,6.67,4.11,209.0
20925,1.2,Premium,E,VS2,62.7,59,9139,6.7,6.67,4.19,209.0
20926,1.2,Premium,E,VS2,63,58,9139,6.75,6.71,4.24,209.0
20927,1,Very Good,E,VVS2,59.5,59,9139,6.54,6.58,3.9,209.0
20928,1,Very Good,E,VVS2,61.6,60,9139,6.41,6.45,3.96,209.0
20929,1.2,Very Good,G,VVS1,60.9,59,9139,6.87,6.79,4.16,209.0
